荧光分子摩根,溶剂摩根,λabs (nm)
0000000100000000010000000000000001000000000010000000000100000000100000000000000000001000000000000000000000000000000000000000000000000000100000010000100000000000000000000000000100000010000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000100010000000010010000000000000000100000000000000000000000000000100010000000000000000000001000000000010000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000001000001000000000010010000000001000000000000000000000000000010000000000000000000000000000001000000000010000000000000000000000000000000000000000000000000000000000000100000000010000000000000000000000000010000000000000000000000000000001000000000100000000000000001000000000000000000000000000100000000000010000000000000000000000000100000000000000000000100000001000000000000000000000000010000000000000000000000000000100001000010000000000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,680.0
0000000100000000010000000000000001000000000010000000000100000000000000000000000000001000000000000000000000000000000000000000000000000100100000010000100000000000000000000000000000000010000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000100010000000010010000000000000000100000000000000000000000000000100010000000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000001000001000000000010010000000001000000000000000000000000000010000000000000000000000000000001000000000010000000000100000000000000000100000000000000000000000000000000100000000010000000000000000000000000010000000000000000000000000000001010000000000000000000000001000000000000000000000000000100000000000010000000000000000000000000100000000000000000000100000001000000000000000000000000010000000000000000000010000000100001000010000000000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,664.0
0000000100000000010000000000000001000000000010000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000100000010000100000000000000000000000000000000010000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000100010000000010010000000000000000100000000000000000000000000000100010000000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000010000000000000000000000001000001010000000010010000000001000000000000000000000000000010000000000000001000000000000001000000000010000000000000000000000000000000000000000000000000000000000000100100000010000000000000000000000000010000000000000000000000000000001000000000000000000000000001000000000000000000000000000100000000000010000000000000000000000000100000000000000000000100000001000000000000000000000000010000000000000000000010000000100001000010000000000001000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,675.0
0000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000100000000000010000010000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000000000001100010000000100010000000000000000000000000000100000000100000000000000000001100010000000000000000000001000010000000000000000000000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000001010000000010000000000000000000000000000000000000000010000000000000001000000000000000000000000000000000000000000010000000000000000000010000000000000000000000100100000000000000000000000000000000010000100000000000010000000001001000001000000000000000000000000000000000000000000000000100000000000010000000000000000000000000000000000000000000000100000001000000000000000000000000010000000000000000000010000010100001000010100000000001000000010000000000110100000000010000000000000000000001000000000000000000000100000000000000000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,676.0
0000000000000000000000000000010001000000000000000100000000000000000000001100000000001000001000000000000000000000001100000000000000000000100100010000000000000000000000000000000000000000000000000010001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001001000000000000000000000000000000000000100110000000000010000000001000000000000011100000000000000000000000000100000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000100000000000000000000000000000000000000000000100011010000000011000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000010000000000000010000000000000000000000000000001000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000,0000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000,681.0
0000000000000000010000000000000001000000000010000000000100000000000000001000000000001000000000000000000000000000001000000000000000000000100100010000100000000000000000000000000000000010000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000100010000000010010000000001000000000000000000000000000000000000100110000000000000000000001000000000000011000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000010000000000000000100000000000000000000010000000000000000000000000000001000000000010000000000000000000000000000000000000000000010000000000000000100000000010000000100000000000000000000000000000000000000000000000001010000000010000000000000000000000000000000000000000000000000000000010000000000000000000000000100000000000000000000000000001000000000000000000000000010000010000000000000010000000100001000010000000000001000000010000000000000000000000001000000000000000000000000000000000000000000000000000000000000000,0000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000,796.0
0000000000000000000000000000000001000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000000100010000000000000000000001000000000000000100000000000000000001001110000000000000000000001000010000000011000000000000000000000000000000000000000010000000000000000000000000000100000000000000000100000000000000000001000000000000000000000000000000100000000000000000000010000000000000001000000000000000000000000000000000000100000000000000001000000000010000010000000000000000100000000000000000100000000000000000000000000000000000000000000001001010001000010000000000100000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000001000000000000000001000000000000010000000000000010000010100001000010000000000001000000010000000000000000000000001000000000000000000000000000000000000000000000000000100000000000,0000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000,797.0
0000000000000000000000000000000001000000000000000000000000000010000000001100000000000000001000000000000000000000001000000000000010000000100100000000000000010000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000001110000000000010000000001000000000000011100000000000000000000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000000000000001000000000000000000000000000000000000100000000000000001000000100000000010000000000000000000100000000000000100000000000000000000000000000000000000000000101111010000000011000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000010000000000000010000000000000000000000000000001000000000000000000000000000000001000000000000000000000000000000000000100000000010000000000000000,0000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000,675.0
0000000000000000000000000000010001000000000000000100000000000000100000001100000000001000001000000000000000000000001100000000000000000000100000010000000000000000000000000010000100000000000000000010001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000001000001000000000001001000000000000000000000000000000000000100010000000000010000000001000000000010011100000000000000000000000000100000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000100011010000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000010000000000000010000000000000000000000000000001000000000000000000000000000001001000000000000000000000000000000000000000000000001000000000000000,0000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000,673.0
0000000000000000010000000000000001000000000010000000000100000000100000001000000000001000000000000000000000000000001000000000000000000000100000010000100000000000000000000010000100000010000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000000001100011000000010010000000001000000000000000000000000000000000000100010000000000000000000001000000000010011000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000010000000000000000100000000000000000000010000000000000000000000000000001000000000010000000000000000000000000000000000000000000010000000000000000100000000010000000000000000000000000000000000000000000000000000000001010000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000100000000000000000000000000001000000000000000000000000010000010000000000000010000000100001000010000000000001000000010000000000000000000000001000000000000000000000000000000000000000000000001000000000000000,0000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000,789.0
0000000000000000000000000000000001000000000000000000000100000000100000001000000000000000000000000000000000000000001000000000000000000000100000000000100000000000000000000010000100000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000010000001000011000000000010000000001000000000000000100000000000000000000101010000000000000000000001000010000010011000000000000000000000000000010000000000000000000000000000000000000000100000000000000000100000000000000000001000000000000010000000000000000100000000000000000000010000000000000001000000000000001000000000010000000000100000000000000000000000000010000010000000000000000100000000010000000000000000000000000000000000000000000000000000000001010000000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000001000000010000010000000000000010000010100001000010000000000001000000010000000000000000000000001000000000000000000000000000000000000000000000001000000000000000,0000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000,769.0
0001000000000000000000010000000000000001000000000000000000000010001000000000000000000000000000000001000000001000000000000001000000000000000000000000100000000000001000000000000000000000100000000000000000000000000000000001000000000100000000000000000000000000000000000000000000000001000000000000010000000010000000000000000000000000000000000000000000100000000010001100000000001000001000010000000000000000000000000000000010000000000000000000001000000000000001000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000000100000010000000000000001000000001000000000000000010000000000000000000000000000000000000000000000000000000000000100000000010000011000000000000000000100000000000000000000000000010001000000000001000000000000000001000000000000000000000000000000000100010100000010001000000000000000000000000000000001010000001000000000000000000000000000000000000000000000000000000100001000000000000000000000000010000000000000000000000000000000000100000000000001000000000000000000000000000100000000000,0000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,730.0
0001000000000000000000010000000000000001000000000000000000000010001000000000000000000000000000000001000000001000000000000001000000000000000000000000100000000000001000000000000000000000100000000000000000000000000000000001000000000100000000000000000000000000000000000000000000000001000000000000010000000010000000000000000000000000000000000000000000100000000010001100000000001000001000010000000000000000000000000000000010000000000000000000001000000000000001000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000000100000010000000000000001000000001000000000000000010000000000000000000000000000000000000000000000000000000000000100000000010000011000000000000000000100000000000000000000000000010001000000000001000000000000000001000000000000000000000000000000000100010100000010001000000000000000000000000000000001010000001000000000000000000000000000000000000000000000000000000100001000000000000000000000000010000000000000000000000000000000000100000000000001000000000000000000000000000100000000000,0000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000,731.0
0001000000000000000000010000000000000001000000000000000000000010001000000000000000000000000000000001000000001000000000000001000000000000000000000000100000000000001000000000000000000000100000000000000000000000000000000001000000000100000000000000000000000000000000000000000000000001000000000000010000000010000000000000000000000000000000000000000000100000000010001100000000001000001000010000000000000000000000000000000010000000000000000000001000000000000001000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000000100000010000000000000001000000001000000000000000010000000000000000000000000000000000000000000000000000000000000100000000010000011000000000000000000100000000000000000000000000010001000000000001000000000000000001000000000000000000000000000000000100010100000010001000000000000000000000000000000001010000001000000000000000000000000000000000000000000000000000000100001000000000000000000000000010000000000000000000000000000000000100000000000001000000000000000000000000000100000000000,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,737.0
0000000000000000000000000100000001000000000000000000100000000000000001000000000000001000000000000000000000001100010000000000000000000000000000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000001000000000010000000000000000000000000000100000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000010000000000100000000000000000100000000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000010000000000000000000000100000000000000000000000000000000000000000000100000100000000000000000000000000000000000110010000000000000000000100000001010000000000000000000000001000001000100000000000000000100000000000010000000000000000000000000000000000001000100000100000001000000000000000001000000000010000000000000000000000000100001000000000000000000000000010000000000000000000000000000010000000000000000000000000000001000000000000100000000001010,0000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,672.0
0000000100000000000000000000010001000000000000000000000000000010000000000000000010001000000000000000000000000000000000010000000000100000100000010000100000000000101000000000000000000000000000000000000000000000000000000011000000000000000100000000000000000000000000000000000000000000010000000100011000100000000000000001000000000000000000000000000000000000101010000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000000000000000100000000000000001000000000010000000000001000000000000000000000000000000000000000010000000010000000000000001010000000000000000001000010000000000000000000000000000000000000000010000000000000000010100000000010000001000000000000100000010010000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000010000110000000000000000000000000000000000000000000000001000000000000000000000000010000000000010000000010000000100001000000000000000000000000010000000000000001000000000000000000100000000000000000000000000000000000000000000000000000,0000000000000000000000000000000101000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,664.0
0000000100000000010000100000010101000000000000000000000000000010000000000000000010001000000000000000000000000000000000010000000000100000100000010000100000000000101000000000000000000000000000000000100000000000000000100001000000000000000100000000000000000000000000000000000000000000010000000100011000100000000000000001000000000000000000000000000000000000101010000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000000000000000000000000001010000001010000000000000001000000000000000000001000010000000000000000000000000000000000000000010000000000000000010100000000010000001000000000000100000010010000000000000000000000000001000000000001000000000000000000000000000000000100000000000000000000010000110000000000000000000000000000000000000000010000001000000000000000000000000010000000000010000000010000000100001000000000000000000000000010000000000000001000000000000000000100000000000000000000000000000000000000000000000000000,0000000000000000000000000000000101000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,654.0
0000000000000000000000000000000001000000000000000000000000000000000000100000000110001000000000000000000000000000000000010000000000010010100000000000100000000000101000000000000000000000000000000000000000000000000000000001000000000000000100000000000000000010000000000000000000000000000001000000011000010000000100000000000000000000000011000000000000000000001010000000000000000000000000000000000000000001000000000000000010001001000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000000000000000000000000000010000000000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000010100000000010000001000000000000000000000010000000000000000000000000001000000000001000000001000000000001000000000000001000000000000000000010000110000000000000000000000000000000000000000000000011000000000000000000000000010000000000010000000010000000100001000000000000000000000000010001000000000001000000000100000000001000000000000000000000000000100000000000000000000000,0000000000000000000000000000000101000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,719.0
0000000000000000010000000000000001000000000010000000000100000000000000000000000010001000000000000000000000000000000010000000000000000000100000010000100000000000000000000000000001000010000000000000000000000000000000001000001000000000000000000000000000001000000000000000000000000000000000000100011000000010010000000000000000100000000000000000000000000000100010000000000000000100001000000000100000000000000000000000001000000010000000000000000000000000000000000000000100000000000000001000000000000000000001000000000010010000000000000000000000000000000000000010000000000000000000000000000001000000000010000001000000000000000000000000100000000000000000000000000000100000000010000000000000000000000000010000000000000000000000100000001010000000000000000000000000000000000000000000000000000100000000000010000000000000000000000000100000000001000000000100000001000000000000000000000000010000000000000000000010000000100001000010000000000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,702.0
0000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000010000000000000000000100000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000010000000100011000000000000000000000000000100000000100000000000000000001001010000000000000000100001000010000100000000000000000000000001000000000000000000010000000000000000000000000000100000000000000001100000000000000000001000000000010000000000000000000000000000000000000000010000000000000001000000000000000000000000000000001000100000000000000001000100000010000000000000000000000100000000000000000000000000000000000010000000000000000000000100001001010001000000000000000100000000000000000000000000000000100000000000010000000000000000000000000000001000001000000000100000001000000000000000001000000000000000000000000000010000010100001000010000000000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000100000000000,0100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,681.0
