label,molecule
765.0,F[B-]([N+]1=C(C2=CC=CC=C2)C(C=C(C=CC=C3)C3=C4)=C4C1=C5)(F)N6C5=C(C=C(C=CC=C7)C7=C8)C8=C6C9=CC=CC=C9
762.0,F[B-]([N+]1=C(C2=CC=CC=C2)C(C=C(C=CC=C3)C3=C4)=C4C1=C5)(F)N6C5=C(C=C(C=CC=C7)C7=C8)C8=C6C9=CC=CC=C9
738.0,F[B-]([N+]1=C(C2=CC=CC=C2OC)C(C=C(C=CC=C3)C3=C4)=C4C1=C5)(F)N6C5=C(C=C(C=CC=C7)C7=C8)C8=C6C9=C(OC)C=CC=C9
830.0,C12=C(C=C(C=CC=C3)C3=C4)C4=C(C5=CC=CC=C5O6)N1[B-]6(O7)[N+]8=C(C9=C7C=CC=C9)C(C=C(C=CC=C%10)C%10=C%11)=C%11C8=C2
688.0,F[B-]([N+]1=C(C2=CC=C(OC)C=C2)C=C(C3=CC=C(F)C=C3)C1=N4)(F)N5C4=C(C6=CC=C(F)C=C6)C=C5C7=CC=C(OC)C=C7
699.0,F[B-]([N+]1=C(C2=CC=C(OC)C=C2)C=C(C3=CC=C(F)C=C3)C1=N4)(F)N5C4=C(C6=CC=C(N)C=C6)C=C5C7=CC=C(OC)C=C7
688.0,F[B-]([N+]1=C(C2=CC=C(OC)C=C2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=C(F)C=C6)C=C5C7=CC=C(OC)C=C7
688.0,F[B-]1(F)N2C(C(C3=CC=C(C(OC)=O)C=C3)=C4[N+]1=C(C=C(C5=CC=C(Br)S5)S6)C6=C4Br)=CC7=C2C=C(C8=CC=C(Br)S8)S7
698.0,F[B-]1(F)N2C(C(C3=CC=C(C(OC)=O)C=C3)=C4[N+]1=C(C=C(C5=CC=C(Br)S5)S6)C6=C4Br)=CC7=C2C=C(C8=CC=C(Br)S8)S7
673.0,F[B-]1(F)N2C(C(C3=CC=C(C(OC)=O)C=C3)=C4[N+]1=C(C=C(C5=CC=CS5)S6)C6=C4)=CC7=C2C=C(C8=CC=CS8)S7
679.0,F[B-]1(F)N2C(C(C3=CC=C(C(OC)=O)C=C3)=C4[N+]1=C(C=C(C5=CC=CS5)S6)C6=C4)=CC7=C2C=C(C8=CC=CS8)S7
684.0,F[B-]1(F)N2C(C(C3=CC=C(C(OC)=O)C=C3)=C4[N+]1=C(C=C(C5=CC=CS5)S6)C6=C4)=CC7=C2C=C(C8=CC=CS8)S7
684.0,CC1=NC(C(C#N)=C2N(C(C3=CC=C(OCCCCCCCC)C=C3)=C4C2=C(C5=CC=C(OCCCCCCCC)C=C5)N6C4=C(C#N)C(N=C(C)C=C7C)=[N+]7[B-]6(F)F)[B-]8(F)F)=[N+]8C(C)=C1
690.0,F[B-]1(F)[N+]2=C(OC3=C2C=C(C(C)(C)C)C=C3)C(C#N)=C4N1C(C5=CC=C(OCCCCCCCC)C=C5)=C6C4=C(C7=CC=C(OCCCCCCCC)C=C7)N8C6=C(C#N)C(OC9=C%10C=C(C(C)(C)C)C=C9)=[N+]%10[B-]8(F)F
707.0,CC1=CC=CC2=[N+]1[B-](F)(F)N(C(C3=CC=C(OCCCCCCCC)C=C3)=C4C5=C(C6=CC=C(OCCCCCCCC)C=C6)N7C4=C(C#N)C(C=CC=C8C)=[N+]8[B-]7(F)F)C5=C2C#N
732.0,F[B-]1(F)[N+]2=C(SC3=C2C=CC(C(C)(C)C)=C3)C(C#N)=C4N1C(C5=CC=C(OCCCCCCCC)C=C5)=C6C4=C(C7=CC=C(OCCCCCCCC)C=C7)N8C6=C(C#N)C(SC9=C%10C=CC(C(C)(C)C)=C9)=[N+]%10[B-]8(F)F
754.0,F[B-]1(F)[N+]2=C(C(C#N)=C3N1C(C4=CC=C(OCCCCCCCC)C=C4)=C5C3=C(C6=CC=C(OCCCCCCCC)C=C6)N7C5=C(C#N)C(C=CC8=C9C=CC(C(C)(C)C)=C8)=[N+]9[B-]7(F)F)C=CC%10=C2C=CC(C(C)(C)C)=C%10
789.0,F[B-]1(F)[N+]2=C(C(C#N)=C3N1C(C4=CC=C(OCCCCCCCC)C=C4)=C5C3=C(C6=CC=C(OCCCCCCCC)C=C6)N7C5=C(C#N)C(C=NC8=C9C=CC=C8)=[N+]9[B-]7(F)F)C=NC%10=C2C=CC=C%10
747.0,F[B-]1(F)[N+]2=C(C3=CC=CC4=CC=CC2=C34)N=C5N1C(C6=CC=C(OCCCCCCCC)C=C6)=C7C5=C(C8=CC=C(OCCCCCCCC)C=C8)N9C7=NC(C%10=CC=CC%11=CC=CC%12=C%10%11)=[N+]%12[B-]9(F)F
733.0,F[B-]1(F)[N+]2=C(SC3=C2C=CC=C3)N=C4N1C(C5=CC=C(N6CCCCC6)C=C5)=C7C4=C(C8=CC=C(N9CCCCC9)C=C8)N%10C7=NC(SC%11=C%12C=CC=C%11)=[N+]%12[B-]%10(F)F
699.0,F[B-]1(F)[N+]2=C(SC3=C2C=CC(OCCCCCCCC)=C3)N=C4N1C(C5=CC=CS5)=C6C4=C(C7=CC=CS7)N8C6=NC(SC9=C%10C=CC(OCCCCCCCC)=C9)=[N+]%10[B-]8(F)F
693.0,F[B-]1(F)[N+]2=C(C=CC(C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=C2)N=C6C(C7=C(C8=CC=C(OCCCCCCC)C=C8)N61)=C(C9=CC=C(OCCCCCCC)C=C9)N(C7=N%10)[B-](F)(F)[N+]%11=C%10C=CC(C#CC%12=CC=C(N(C%13=CC=CC=C%13)C%14=CC=CC=C%14)C=C%12)=C%11
709.0,CC(C=C1)=CC=C1C2=CC3=[N+]4C(C=C3S2)=C(C(F)(F)F)C5=CC6=C(C=C(C7=CC=C(C)C=C7)S6)N5[B-]4(F)F
731.0,F[B-]1(F)[N+]2=C3C(SC(C4=CC=C(OC)C=C4)=C3)=CC2=C(C(F)(F)F)C5=CC6=C(C=C(C7=CC=C(OC)C=C7)S6)N15
738.0,OC(C=C1)=CC=C1C2=CC3=[N+]4C(C=C3S2)=C(C(F)(F)F)C5=CC6=C(C=C(C7=CC=C(O)C=C7)S6)N5[B-]4(F)F
716.0,F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=C(C=CC=C4)C4=CC=C3)C1=N5)(F)N6C5=C(C7=CC=CC8=C7C=CC=C8)C=C6C9=CC=CS9
714.0,F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=C(C=CC=C4)C4=CC=C3)C1=N5)(F)N6C5=C(C7=CC=CC8=C7C=CC=C8)C=C6C9=CC=CS9
716.0,F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=C(C=CC=C4)C4=CC=C3)C1=N5)(F)N6C5=C(C7=CC=CC8=C7C=CC=C8)C=C6C9=CC=CS9
712.0,F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=C(C=CC=C4)C4=CC=C3)C1=N5)(F)N6C5=C(C7=CC=CC8=C7C=CC=C8)C=C6C9=CC=CS9
674.0,F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC=C(N4C(C=CC=C5)=C5C6=C4C=CC=C6)C=C3)C1=N7)(F)N8C7=C(C9=CC=C(N%10C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12)C=C9)C=C8C%13=CC=CC=C%13
668.0,F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC=C(N4C(C=CC=C5)=C5C6=C4C=CC=C6)C=C3)C1=N7)(F)N8C7=C(C9=CC=C(N%10C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12)C=C9)C=C8C%13=CC=CC=C%13
670.0,F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC=C(N4C(C=CC=C5)=C5C6=C4C=CC=C6)C=C3)C1=N7)(F)N8C7=C(C9=CC=C(N%10C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12)C=C9)C=C8C%13=CC=CC=C%13
735.0,F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=CC=C(N4C(C=CC=C5)=C5C6=C4C=CC=C6)C=C3)C1=N7)(F)N8C7=C(C9=CC=C(N%10C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12)C=C9)C=C8C%13=CC=CS%13
733.0,F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=CC=C(N4C(C=CC=C5)=C5C6=C4C=CC=C6)C=C3)C1=N7)(F)N8C7=C(C9=CC=C(N%10C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12)C=C9)C=C8C%13=CC=CS%13
733.0,F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=CC=C(N4C(C=CC=C5)=C5C6=C4C=CC=C6)C=C3)C1=N7)(F)N8C7=C(C9=CC=C(N%10C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12)C=C9)C=C8C%13=CC=CS%13
731.0,F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=CC=C(N4C(C=CC=C5)=C5C6=C4C=CC=C6)C=C3)C1=N7)(F)N8C7=C(C9=CC=C(N%10C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12)C=C9)C=C8C%13=CC=CS%13
712.0,F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC(N(CCCC)C4=C5C=CC=C4)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CCCC)=C%10C=C8)C=C7C%11=CC=CC=C%11
712.0,F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC(N(CCCC)C4=C5C=CC=C4)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CCCC)=C%10C=C8)C=C7C%11=CC=CC=C%11
711.0,F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC(N(CCCC)C4=C5C=CC=C4)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CCCC)=C%10C=C8)C=C7C%11=CC=CC=C%11
713.0,F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC(N(CCCC)C4=C5C=CC=C4)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CCCC)=C%10C=C8)C=C7C%11=CC=CC=C%11
750.0,F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=CC(N(CCCC)C4=C5C=CC=C4)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CCCC)=C%10C=C8)C=C7C%11=CC=CS%11
752.0,F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=CC(N(CCCC)C4=C5C=CC=C4)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CCCC)=C%10C=C8)C=C7C%11=CC=CS%11
750.0,F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=CC(N(CCCC)C4=C5C=CC=C4)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CCCC)=C%10C=C8)C=C7C%11=CC=CS%11
748.0,F[B-]([N+]1=C(C2=CC=CS2)C=C(C3=CC(N(CCCC)C4=C5C=CC=C4)=C5C=C3)C1=N6)(F)N7C6=C(C8=CC(C(C=CC=C9)=C9N%10CCCC)=C%10C=C8)C=C7C%11=CC=CS%11
654.0,CC1=CC=C(C(C2=CC(C3=CC=C(C)S3)=C(C4=CC=C(C)S4)N2[B-]5(F)F)=C6[N+]5=C(C7=CC=C(C)S7)C(C8=CC=C(C)S8)=C6)C=C1
659.0,CC1=CC=C(C(C2=CC(C3=CC=C(CCCCCC)S3)=C(C4=CC=C(CCCCCC)S4)N2[B-]5(F)F)=C6[N+]5=C(C7=CC=C(CCCCCC)S7)C(C8=CC=C(CCCCCC)S8)=C6)C=C1
681.0,CC1=CC=C(C(C2=CC(C3=CC=C(C4=CC=CC=C4)S3)=C(C5=CC=C(C6=CC=CC=C6)S5)N2[B-]7(F)F)=C8[N+]7=C(C9=CC=C(C%10=CC=CC=C%10)S9)C(C%11=CC=C(C%12=CC=CC=C%12)S%11)=C8)C=C1
574.0,CC(C(C1=CC=C(N(C)C)C=C1)=C2C)=C(N2[B-]3(F)F)C(C4=C(C5=CC=CC=N5)N=C6N4C=CC=C6)=C7[N+]3=C(C)C(C8=CC=C(N(C)C)C=C8)=C7C
568.0,CC(C(C1=CC=C(N(C2=CC=CC=C2)C3=CC=CC=C3)C=C1)=C4C)=C(N4[B-]5(F)F)C(C6=C(C7=CC=CC=N7)N=C8N6C=CC=C8)=C9[N+]5=C(C)C(C%10=CC=C(N(C%11=CC=CC=C%11)C%12=CC=CC=C%12)C=C%10)=C9C
632.0,CC1=CC=C(C(C2=C(C)C=C(/C=C/C3=C(C=CC=C4)C4=C(C)C5=C3C=CC=C5)N2[B-]6(F)F)=C7[N+]6=C(/C=C/C8=C(C=CC=C9)C9=C(C)C%10=C8C=CC=C%10)C=C7C)C=C1
691.0,CC1=CC=C(C(C2=C(C)C=C(/C=C/C3=CC=C(C=C4)C5=C3C=CC6=CC=CC4=C56)N2[B-]7(F)F)=C8[N+]7=C(/C=C/C9=C(C=CC%10=C%11C%12=CC=C%10)C%11=C(C=C%12)C=C9)C=C8C)C=C1
688.0,F[B-]1(F)N2C(C(C3=CC=C(OC)C=C3)=C4[N+]1=C(/C=C/C5=CC(OC)=C(OC)C(OC)=C5)C(C=O)=C4/C=C/C6=CC(OC)=C(OC)C(OC)=C6)=C(/C=C/C7=CC(OC)=C(OC)C(OC)=C7)C(C=O)=C2/C=C/C8=CC(OC)=C(OC)C(OC)=C8
708.0,F[B-]1(F)N2C(C(C3=CC=C(C4=NC(C=CC=C5)=C5C=C4)S3)=C6[N+]1=C(/C=C/C7=CC=C(OC)C=C7)C=C6/C=C/C8=CC=C(OC)C=C8)=C(/C=C/C9=CC=C(OC)C=C9)C=C2/C=C/C%10=CC=C(OC)C=C%10
700.0,F[B-]1(F)N2C(C(C3=CC=C(I)C=C3)=C4[N+]1=C(/C=C/C5=CC=C(OCCCC)C=C5)C=C4/C=C/C6=CC=C(OCCOCCOC)C=C6)=C(/C=C/C7=CC=C(N(C)C)C=C7)C=C2/C=C/C8=CC=C(OC)C=C8
671.0,F[B-]1(F)N2C(C(/C=C/C=C3N(C)C(C=CC=C4)=C4C\3(C)C)=C5[N+]1=C(C6=CC=CC=C6)C=C5)=CC=C2C7=CC=CC=C7
683.0,F[B-]1(F)N2C(C(/C=C/C=C3N(C)C(C=CC=C4)=C4S\3)=C5[N+]1=C(C6=CC=CC=C6)C=C5)=CC=C2C7=CC=CC=C7
732.0,F[B-]1(F)N2C(C=C3[N+]1=C(C4=CC(C=CC=C5)=C5OC4CC6)C6=C3C7=CC=CC=C7)=C(C8=CC=CC=C8)C9=C2C%10=CC%11=C(C=CC=C%11)OC%10CC9
723.0,F[B-]1(F)N2C(C(C(F)(F)F)=C3[N+]1=C(C=C(C4=CC=C(OC)C=C4)O5)C5=C3)=CC6=C2C=C(C7=CC=C(OC)C=C7)O6
731.0,F[B-]1(F)N2C(C(C(F)(F)F)=C3[N+]1=C(C=C(C4=CC=C(OC)C=C4)S5)C5=C3)=CC6=C2C=C(C7=CC=C(OC)C=C7)S6
727.0,F[B-]1(F)N2C(C=C3[N+]1=C(C(NC=C4C(C)C)=C4C5=C6C=CC=C5)C6=C3C(C)C)=C(C(C)C)C7=C2C8=C(C(C(C)C)=CN8)C9=C7C=CC=C9
673.0,F[B-]1(F)N2C(C=C3[N+]1=C(C4=CC=C(OC)C=C4)C5=C3C=CC(OC)=C5)=C(C=CC(OC)=C6)C6=C2C7=CC=C(OC)C=C7
727.0,F[B-]1(F)N2C(C=C3[N+]1=C(C4=CC=C(CC)S4)C5=C3C=CC(OC)=C5)=C(C=CC(OC)=C6)C6=C2C7=CC=C(CC)S7
693.0,F[B-]1(F)N2C(C(C3=CC4C(OCCOCCOCCOCCO4)C=C3)=C5[N+]1=C(C)C6=C5C=CC=C6)=C(C=CC=C7)C7=C2/C=C/C8=CC=C(N(C)C)C=C8
711.0,C(C1=C(C=CC=C2)C2=C3N1[B-]4(OC5=C6C=CC=C5)OC7=C3C=CC=C7)(C8=CC=CC=C8)=C9[N+]4=C6C%10=C9C=CC=C%10
680.0,F[B-]1(F)N2C(C=C3[N+]1=C(/C=C/C4=CC=C(OCC(OCC)=O)C=C4)C=C3C)=C(C=CC=C5)C5=C2C6=C(C)C=C(C)N6
676.0,F[B-]1(F)N2C(C(/C=C/C3=CC=C(OC(OCC)=O)C=C3)=C4[N+]1=C(/C=C/C5=CC=C(OCC(OCC)=O)C=C5)C=C4C)=C(C=CC=C6)C6=C2C7=C(C)C=C(C)N7
688.0,F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=C(OC)C=C4)C=C3C5=CC=CC=C5)=C(C6=CC=CC=C6)C=C2C7=CC=C(OC)C=C7
799.0,F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=C(N(C)C)C=C4)C=C3C5=CC=CC=C5)=C(C6=CC=CC=C6)C=C2C7=CC=C(N(C)C)C=C7
718.0,F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=CS4)C=C3C5=CC=CC=C5)=C(C6=CC=CC=C6)C=C2C7=CC=CS7
683.0,F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=CC=C4)C=C3C5=CC=CS5)=C(C6=CC=CS6)C=C2C7=CC=CC=C7
742.0,F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=CS4)C=C3C5=CC=CS5)=C(C6=CC=CS6)C=C2C7=CC=CS7
708.0,F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=C(OC)C=C4)C=C3C5=CC=CC=C5)=C(C6=CC=CC=C6)C7=C2C8=C(C=C(OC)C=C8)CC7
740.0,F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=C(OC)C=C4CC5)C5=C3C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C2C9=C(C=C(OC)C=C9)CC8
706.0,F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=CC=C4SC5)C5=C3C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C2C9=C(C=CC=C9)SC8
723.0,F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=CC=C4CC5)C5=C3C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C2C9=C(C=C(OC)C=C9)CC8
715.0,F[B-]1(F)N2C(N=C3[N+]1=C(C=CC4=C5C=CC=C4)C5=C3C6=CC=CC=C6)=C(C7=CC=CC=C7)C8=C2C9=C(C=C(OC)C=C9)CC8
765.0,COC1=CC2=C(C=C1)C3=CC(C4=CC=CC=C4)=C(N3[B-]5(OC6=C7C=CC(OC)=C6)O2)N=C8[N+]5=C7C=C8C9=CC=CC=C9
712.0,F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=CC=C4)C5=C3C=CC=C5)=C(C=CC=C6)C6=C2C7=CC=CC=C7
713.0,F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=C(F)C=C4)C5=C3C=CC=C5)=C(C=CC=C6)C6=C2C7=CC=C(F)C=C7
794.0,F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=C(N(C)C)C=C4)C5=C3C=CC=C5)=C(C=CC=C6)C6=C2C7=CC=C(N(C)C)C=C7
793.0,F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=C(C)S4)C5=C3C=CC=C5)=C(C=CC=C6)C6=C2C7=CC=C(C)S7
737.0,F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=CC=C4)C5=C3C6=C(C=CC=C6)C=C5)=C(C(C=CC=C7)=C7C=C8)C8=C2C9=CC=CC=C9
685.0,F[B-]1(F)N2C(N=C3[N+]1=C(C4=CC=CC=C4)C5=C3N=C(CC)C(CC)=N5)=C(N=C(CC)C(CC)=N6)C6=C2C7=CC=CC=C7
754.0,CC(C)(C)C1=CC2=CC=C3[N+]([B-](F)(F)N(C(C4=CC=C(OCCCCCCCC)C=C4)=C5C6=C(C7=CC=C(OCCCCCCCC)C=C7)N8C5=C(C#N)C9=CC=C(C=C(C(C)(C)C)C=C%10)C%10=[N+]9[B-]8(F)F)C6=C3C#N)=C2C=C1
819.0,CC(C)(C)C1=CC2=CC=C3[N+]([B-](C4=CC=CC=C4)(C5=CC=CC=C5)N(C(C6=CC=C(OCCCCCCCC)C=C6)=C7C8=C(C9=CC=C(OCCCCCCCC)C=C9)N%10C7=C(C#N)C%11=CC=C(C=C(C(C)(C)C)C=C%12)C%12=[N+]%11[B-]%10(C%13=CC=CC=C%13)C%14=CC=CC=C%14)C8=C3C#N)=C2C=C1
692.0,CCC1=C(CC)C(C)=[N+]2C1=CC3=CC4=CC5=CC6=CC7=C(CC)C(CC)=C(C)N7[B-](F)(F)[N+]6=C5C=C4N3[B-]2(F)F
758.0,CCC1=C(C)N([B-](F)(F)[N+]2=C(C)C3=CC4=C(C)C5=CC6=C(CC)C(CC)=C(C)N6[B-](F)(F)[N+]5=C4C=C3C2=C7)C7=C1CC
775.0,CC1=C2C=CC=CC2=C3N1[B-](F)(F)[N+]4=C(C=C(N([B-](F)(F)[N+]5=C(C)C(C=CC=C6)C6C5=C7)C7=C8C)C8=C9)C9=C(C)C4=C3
848.0,CC1=C2C(C=CC=C2)=C3N1[B-](F)(F)[N+]4=C(C)C5=CC6=C(C)C7=CC8=C(C=CC=C9)C9=C(C)N8[B-](F)(F)[N+]7=C6C=C5C4=C3
649.0,CC1=CC=C(/N=C2C(C=CC=C3)=C3N4C\2=C5C(C(C=CC=C6)=C6N5)=[N+](C7=CC=C(C)C=C7)[B-]4(F)F)C=C1
743.0,CC1=CC=C([N+]2=C3C4=C(C(C5=C6C=CC=C5)=[N+](C7=CC=C(C)C=C7)[B-](F)(F)N4C8=C3C=CC=C8)N6[B-]2(F)F)C=C1
688.0,F[B-]([N+]1=C(C2=CC=C(OC)C=C2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=CC=C6)C=C5C7=CC=C(OC)C=C7
679.0,F[B-]([N+]1=C(C2=CC=C(OC)C=C2)C(Br)=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=CC=C6)C(Br)=C5C7=CC=C(OC)C=C7
706.0,F[B-]([N+]1=C(C2=CC=C(C=C(OC)C=C3)C3=C2)C=C(C4=CC=CC=C4)C1=N5)(F)N6C5=C(C7=CC=CC=C7)C=C6C8=CC(C=CC(OC)=C9)=C9C=C8
704.0,F[B-]([N+]1=C(C2=CC=C(OC)C=C2)C=C(C3=CC(C=CC=C4)=C4C=C3)C1=N5)(F)N6C5=C(C7=CC=C(C=CC=C8)C8=C7)C=C6C9=CC=C(OC)C=C9
692.0,F[B-]([N+]1=C(C2=CC=C(OC)C=C2)C(Br)=C(C3=CC(C=CC=C4)=C4C=C3)C1=N5)(F)N6C5=C(C7=CC=C(C=CC=C8)C8=C7)C(Br)=C6C9=CC=C(OC)C=C9
718.0,F[B-]([N+]1=C(C2=CC=C(C=C(OC)C=C3)C3=C2)C=C(C4=CC(C=CC=C5)=C5C=C4)C1=N6)(F)N7C6=C(C8=CC=C(C=CC=C9)C9=C8)C=C7C%10=CC(C=CC(OC)=C%11)=C%11C=C%10
667.0,CC1=CC(C)=C(C2=C3[N+]([B-](F)(F)N4C2=CC(Br)=C4C#CC5=CC=CS5)=C(C#CC6=CC=CS6)C(Br)=C3)C(C)=C1
745.0,F[B-](N1C2=C(Br)C(Br)=C1C3=C(C)C(CC)=C(C)N3)(F)[N+]4=C(C5=C(C)C(CC)=C(C)N5)C(Br)=C(Br)C4=C2C6=CC=CC=C6
682.0,F[B-](N1C2=CC(Br)=C1C3=CC=CN3)(F)[N+]4=C(C5=CC=CN5)C(Br)=CC4=C2C6=CC=CC=C6
685.0,F[B-](N1C2=C(Br)C(Br)=C1C3=CC=CN3)(F)[N+]4=C(C5=CC=CN5)C(Br)=C(Br)C4=C2C6=CC=CC=C6
688.0,F[B-](N1C2=CC3=C1C=C(C4=CC=CC=C4)S3)(F)[N+]5=C6C(SC(C7=CC=CC=C7)=C6)=CC5=C2C(F)(F)F
678.0,CC1=CC=C(C(C2=C(C)C=C(/C=C/C3=CC(C(C=CC=C4)=C4N5CC#C)=C5C=C3)N2[B-]6(F)F)=C7[N+]6=C(/C=C/C8=CC9=C(N(CC#C)C%10=C9C=CC=C%10)C=C8)C=C7C)C=C1
740.0,F[B-]([N+]1=C(C(C=CC(OC)=C2)=C2CC3)C3=C(C4=CC=CC=C4)C1=N5)(F)N6C5=C(C7=CC=CC=C7)C8=C6C9=C(C=C(OC)C=C9)CC8
736.0,F[B-]([N+]1=C(C(C=CC(OC)=C2)=C2CC3)C3=C(C4=CC=C(OC)C=C4)C1=N5)(F)N6C5=C(C7=CC=C(OC)C=C7)C8=C6C9=C(C=C(OC)C=C9)CC8
721.0,F[B-]([N+]1=C(C(C=CC(OC)=C2)=C2CC3)C3=C(CCC4=CC=CC=C4)C1=N5)(F)N6C5=C(CCC7=CC=CC=C7)C8=C6C9=C(C=C(OC)C=C9)CC8
706.0,F[B-]([N+]1=C(C(C=CC=C2)=C2SC3)C3=C(C4=CC=CC=C4)C1=N5)(F)N6C5=C(C7=CC=CC=C7)C8=C6C9=C(C=CC=C9)SC8
723.0,F[B-]([N+]1=C(C(C=CC=C2)=C2CC3)C3=C(C4=CC=CC=C4)C1=N5)(F)N6C5=C(C7=CC=CC=C7)C8=C6C9=C(C=C(OC)C=C9)CC8
688.0,F[B-]([N+]1=C(C2=CC=CC=C2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=CC=C6)C7=C5C8=C(C=C(OC)C=C8)CC7
678.0,F[B-]([N+]1=C(C2=C(OC)C=CC=C2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=CC=C6)C7=C5C8=C(C=C(OC)C=C8)CC7
681.0,F[B-]([N+]1=C(C2=C(OC)C=CC(OC)=C2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=CC=C6)C7=C5C8=C(C=C(OC)C=C8)CC7
707.0,F[B-]([N+]1=C(C2=C(OC)C=C(OC)C=C2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=CC=C6)C7=C5C8=C(C=C(OC)C=C8)CC7
774.0,F[B-]([N+]1=C(C2=CC=C(N3CCCCC3)C=C2)C=C(C4=CC=CC=C4)C1=N5)(F)N6C5=C(C7=CC=CC=C7)C8=C6C9=C(C=C(OC)C=C9)CC8
796.0,F[B-]([N+]1=C(C(C=CC(N(CC)CC)=C2)=C2CC3)C3=C(C4=CC=CC=C4)C1=N5)(F)N6C5=C(C7=CC=CC=C7)C8=C6C9=C(C=C(OC)C=C9)CC8
759.0,F[B-]([N+]1=C(C(C=CC(N(CC)CC)=C2)=C2CC3)C3=C(C4=CC=CC=C4)C1=N5)(F)N6C5=C(C7=CC=CC=C7)C=C6C8=CC=C(OC)C=C8
789.0,F[B-]([N+]1=C(C2=CC=C(N(CC)CC)C=C2)C=C(C3=CC=CC=C3)C1=N4)(F)N5C4=C(C6=CC=CC=C6)C7=C5C8=C(C=C(OC)C=C8)CC7
757.0,F[B-]([N+]1=C(C2=CC=C(N(CC)CC)C=C2)C3=C(C4=C(C=CC=C4)CC3)C1=N5)(F)N6C5=C(C(C=CC=C7)=C7CC8)C8=C6C9=CC=C(OC)C=C9
759.0,F[B-]([N+]1=C(C2=C(CC3)C=C(N(CC)CC)C=C2)C3=C(C4=CC=CC=C4)C1=N5)(F)N6C5=C(C(C=CC=C7)=C7CC8)C8=C6C9=CC=C(OC)C=C9
